team,year,player_name,dob,batting_style,bowling_style,nationality
Ireland,2026,George Dockrell,1992-07-22,Right-handed,Orthodox spin,Irish
Ireland,2026,Matthew Humphreys,2002-09-28,Right-handed,Left-arm orthodox spin,
Ireland,2026,Josh Little,1999-11-01,Right-handed,Fast seam,Irish
Ireland,2026,Barry McCarthy,1992-09-13,Right-handed,Medium seam,Irish
Ireland,2026,Harry Tector,1999-11-06,Right-handed,Right-arm off break,Irish
Ireland,2026,Tim Tector,2003-03-07,Right-handed,Right-arm off break,
Ireland,2026,Lorcan Tucker,1996-09-10,Right-handed,,Irish
Ireland,2026,Sam Topping,2005-05-06,Left-handed,,
Ireland,2026,Ben White,1998-08-29,Right-handed,Right-arm leg break,
Ireland,2026,Craig Young,1990-04-04,Right-handed,Fast seam,Irish
Oman,2026,Jatinder Singh,1989-03-05,Right-handed,Off spin,Omani
Oman,2026,Vinayak Shukla,1994-06-18,Right-handed,,
Oman,2026,Mohammad Nadeem,1982-09-04,Right-handed,Medium seam,Omani
Oman,2026,Shakeel Ahmad,1988-02-04,Left-handed,Slow left-arm orthodox,
Oman,2026,Hammad Mirza,1998-05-12,Right-handed,,
Oman,2026,Wasim Ali,1998-12-07,Left-handed,Slow left-arm orthodox,
Oman,2026,Karan Sonavale,1994-12-06,Right-handed,Right-arm off break,
Oman,2026,Shah Faisal,1997-01-05,Left-handed,Left-arm medium fast,
Oman,2026,Nadeem Khan,2001-06-01,Left-handed,Left-arm wrist spin,
Oman,2026,Sufyan Mehmood,1991-10-21,Left-handed,Right-arm medium,
Oman,2026,Jay Odedra,1989-11-05,Right-handed,Right-arm off break,
Oman,2026,Shafiq Jan,1994-02-02,Right-handed,Right-arm medium,
Oman,2026,Ashish Odedara,1991-10-24,Right-handed,Left-arm wrist spin,
Oman,2026,Jiten Ramanandi,1994-09-15,Left-handed,Left-arm medium,
Oman,2026,Aamir Kaleem,1981-11-20,Left-handed,Orthodox spin,Omani
England,2026,Harry Brook,1999-02-22,Right-handed,Right-arm medium,
England,2026,Rehan Ahmed,2004-08-13,Right-handed,Right-arm leg break,
England,2026,Jofra Archer,1995-04-01,Right-handed,Fast seam,English
England,2026,Tom Banton,1998-11-11,Right-handed,,
England,2026,Jacob Bethell,2003-10-23,Left-handed,Slow left-arm orthodox,
England,2026,Jos Buttler,1990-09-08,Right-handed,Wicket-keeper,English
England,2026,Sam Curran,1998-06-03,Left-handed,Medium seam,English
England,2026,Liam Dawson,1990-03-01,Right-handed,Left-arm orthodox,English
England,2026,Ben Duckett,1994-10-17,Left-handed,,English
England,2026,Will Jacks,1998-11-21,Right-handed,Right-arm off spin,
England,2026,Jamie Overton,1994-04-10,Right-handed,Right-arm fast,
England,2026,Adil Rashid,1988-02-17,Right-handed,Leg spin,English
England,2026,Phil Salt,1996-08-28,Right-handed,,
England,2026,Josh Tongue,1997-11-15,Right-handed,Right-arm fast medium,
England,2026,Luke Wood,1995-08-02,Left-handed,Left-arm fast medium,
West Indies,2026,Shai Hope,1993-11-10,Right-handed,Right-arm medium,West Indian
West Indies,2026,Shimron Hetmyer,1996-12-26,Left-handed,Right-arm leg spin,West Indian
West Indies,2026,Johnson Charles,1989-01-14,Right-handed,Left-arm orthodox,West Indian
West Indies,2026,Roston Chase,1992-03-22,Right-handed,Off spin,West Indian
West Indies,2026,Matthew Forde,2002-04-29,Right-handed,Right-arm medium,
West Indies,2026,Jason Holder,1991-11-05,Right-handed,Medium seam,West Indian
West Indies,2026,Akeal Hosein,1993-04-25,Left-handed,Orthodox spin,West Indian
West Indies,2026,Shamar Joseph,1999-08-31,Left-handed,Right-arm fast,
West Indies,2026,Brandon King,1994-12-16,Right-handed,,West Indian
West Indies,2026,Gudakesh Motie,1995-03-29,Left-handed,Slow left-arm orthodox,
West Indies,2026,Rovman Powell,1993-07-23,Right-handed,Medium seam,West Indian
West Indies,2026,Sherfane Rutherford,1998-08-15,Left-handed,Right-arm medium-fast,
West Indies,2026,Quentin Sampson,2000-08-04,Right-handed,Right-arm medium fast,
West Indies,2026,Jayden Seales,2001-09-10,Left-handed,Right-arm medium fast,
West Indies,2026,Romario Shepherd,1994-11-26,Right-handed,Medium seam,West Indian
Italy,2026,Wayne Madsen,1984-01-02,Right-handed,Right-arm off break,
Italy,2026,Marcus Campopiano,1995-02-21,Right-handed,Right-arm off break,
Italy,2026,Gian Piero Meade,1996-03-19,Right-handed,Right-arm medium fast,
Italy,2026,Zain Ali,2001-12-07,Right-handed,Right-arm medium,
Italy,2026,Ali Hasan,2002-10-29,Left-handed,Left-arm fast medium,
Italy,2026,Crishan Jorge Kalugamage,1991-06-16,Right-handed,Right-arm leg break,
Italy,2026,Harry Manenti,2000-10-05,Right-handed,Right-arm medium fast,
Italy,2026,Anthony Mosca,1991-08-21,Right-handed,,
Italy,2026,Justin Mosca,1994-11-15,Left-handed,,
Italy,2026,Syed Naqvi,2002-02-02,Right-handed,Right-arm medium fast,
Italy,2026,Benjamin Manenti,1997-03-23,Right-handed,Right-arm off break,
Italy,2026,Jaspreet Singh,1993-06-09,Right-handed,Right-arm fast medium,
Italy,2026,JJ Smuts,1988-09-21,Right-handed,Slow left-arm orthodox,
Italy,2026,Grant Stewart,1994-02-19,Right-handed,Right-arm medium fast,
Italy,2026,Thomas Draca,2000-10-23,Right-handed,Right-arm medium,
Nepal,2026,Rohit Paudel,2002-09-02,Right-handed,Medium seam,Nepalese
Nepal,2026,Dipendra Singh Airee,2000-01-24,Right-handed,Medium seam,Nepalese
Nepal,2026,Sandeep Lamichhane,2000-08-14,Right-handed,Leg spin,Nepalese
Nepal,2026,Kushal Bhurtel,1997-01-22,Right-handed,Medium seam,NP
Nepal,2026,Aasif Sheikh,2001-01-22,Right-handed,,NP
Nepal,2026,Sundeep Jora,2001-10-20,Right-handed,,Nepalese
Nepal,2026,Aarif Sheikh,1998-10-04,Right-handed,Right-arm medium,
Nepal,2026,Basir Ahamad,2003-09-11,Left-handed,Slow left-arm orthodox,
Nepal,2026,Sompal Kami,1996-02-02,Right-handed,Right-arm medium-fast,Nepalese
Nepal,2026,Karan KC,1991-10-10,Right-handed,Fast seam,Nepalese
Nepal,2026,Nandan Yadav,2000-07-27,Right-handed,Right-arm medium-fast,
Nepal,2026,Gulshan Jha,2006-02-17,Left-handed,Right-arm medium,
Nepal,2026,Lalit Rajbanshi,1999-02-27,Right-handed,Orthodox spin,Nepalese
Nepal,2026,Sher Malla,2002-12-01,Left-handed,Right-arm off break,
Nepal,2026,Lokesh Bam,2000-12-19,Right-handed,Right-arm medium,
Scotland,2026,Richie Berrington,1987-04-03,Right-handed,Right-arm medium,SCO
Scotland,2026,Tom Bruce,1991-08-02,Right-handed,Right-arm off break,
Scotland,2026,Matthew Cross,1992-10-15,Right-handed,Wicket-keeper,SCO
Scotland,2026,Bradley Currie,1998-11-08,Right-handed,Left-arm medium fast,
Scotland,2026,Oliver Davidson,2004-07-28,Left-handed,Slow left-arm orthodox,
Scotland,2026,Chris Greaves,1990-10-12,Right-handed,Right-arm leg break,
Scotland,2026,Zainullah Ihsan,2006-03-28,Right-handed,Right-arm medium,
Scotland,2026,Michael Jones,1998-01-05,Right-handed,Off spin,Scottish
Scotland,2026,Michael Leask,1990-10-29,Right-handed,Off spin,Scottish
Scotland,2026,Finlay McCreath,1998-10-16,Right-handed,Right-arm medium fast,
Scotland,2026,Brandon McMullen,1999-10-18,Right-handed,Right-arm fast-medium,
Scotland,2026,George Munsey,1993-02-21,Left-handed,Medium seam,Scottish
Scotland,2026,Jack Jarvis,2003-05-29,Right-handed,Right-arm medium-fast,
Scotland,2026,Mark Watt,1996-07-29,Left-handed,Orthodox spin,Scottish
Scotland,2026,Bradley Wheal,1996-08-28,Right-handed,Right-arm fast medium,
South Africa,2026,Aiden Markram,1994-10-04,Right-handed,Off spin,South African
South Africa,2026,Corbin Bosch,1994-09-10,Right-handed,Right-arm fast medium,
South Africa,2026,Dewald Brevis,2003-04-29,Right-handed,Right-arm leg break,
South Africa,2026,Quinton de Kock,1992-12-17,Left-handed,Wicket-keeper,South African
South Africa,2026,Marco Jansen,2000-05-01,Right-handed,Left-arm fast,
South Africa,2026,George Linde,1991-12-04,Left-handed,Slow left-arm orthodox,
South Africa,2026,Keshav Maharaj,1990-02-07,Right-handed,Orthodox spin,South African
South Africa,2026,Kwena Maphaka,2006-04-08,Left-handed,Left-arm fast,
South Africa,2026,David Miller,1989-06-10,Left-handed,Off spin,South African
South Africa,2026,Lungi Ngidi,1996-03-29,Right-handed,Fast seam,South African
South Africa,2026,Anrich Nortje,1993-11-16,Right-handed,Fast seam,South African
South Africa,2026,Kagiso Rabada,1995-05-25,Left-handed,Fast seam,South African
South Africa,2026,Ryan Rickelton,1996-07-11,Left-handed,Slow left-arm orthodox,
South Africa,2026,Jason Smith,1994-10-11,Right-handed,Right-arm medium fast,
South Africa,2026,Tristan Stubbs,2000-08-14,Right-handed,Right-arm off spin,
New Zealand,2026,Mitchell Santner,1992-02-05,Left-handed,Orthodox spin,New Zealander
New Zealand,2026,Finn Allen,1999-04-22,Right-handed,Right-arm off spin,
New Zealand,2026,Mark Chapman,1994-06-27,Left-handed,Slow left-arm orthodox,
New Zealand,2026,Devon Conway,1991-07-08,Left-handed,Medium seam,New Zealander
New Zealand,2026,Jacob Duffy,1994-08-02,Right-handed,Right-arm fast-medium,
New Zealand,2026,Lockie Ferguson,1991-06-13,Right-handed,Fast seam,New Zealander
New Zealand,2026,Matt Henry,1991-12-14,Right-handed,Fast seam,New Zealander
New Zealand,2026,Kyle Jamieson,1994-12-30,Right-handed,Medium seam,New Zealander
New Zealand,2026,Daryl Mitchell,1983-11-25,Right-handed,Medium seam,English
New Zealand,2026,James Neesham,1990-09-17,Left-handed,Right-arm medium-fast,
New Zealand,2026,Glenn Phillips,1996-12-06,Right-handed,Right-arm off spin,
New Zealand,2026,Rachin Ravindra,1999-11-18,Left-handed,Slow left-arm orthodox,
New Zealand,2026,Tim Seifert,1994-12-14,Right-handed,,New Zealander
New Zealand,2026,Ish Sodhi,1992-10-31,Right-handed,Leg spin,New Zealander
New Zealand,2026,Cole McConchie,1992-01-12,Right-handed,Right-arm off spin,
Afghanistan,2026,Rashid Khan,1959-12-15,Right-handed,Right-arm leg spin,Pakistani
Afghanistan,2026,Noor Ahmad,2005-01-03,Left-handed,Left-arm unorthodox spin,
Afghanistan,2026,Abdullah Ahmadzai,2003-06-26,Right-handed,Right-arm medium-fast,
Afghanistan,2026,Sediqullah Atal,2001-08-12,Left-handed,,
Afghanistan,2026,Fazalhaq Farooqi,2000-09-22,Right-handed,Left-arm fast-medium,
Afghanistan,2026,Rahmanullah Gurbaz,2001-11-28,Right-handed,Medium seam,Afghan
Afghanistan,2026,Mohammad Ishaq Rahimi,2005-02-01,Right-handed,,
Afghanistan,2026,Shahidullah Kamal,1999-02-06,Left-handed,Slow left-arm orthodox,
Afghanistan,2026,Mohammad Nabi,1985-01-01,Right-handed,Off spin,Afghan
Afghanistan,2026,Gulbadin Naib,1991-03-16,Right-handed,Medium seam,Afghan
Afghanistan,2026,Azmatullah Omarzai,2000-03-24,Right-handed,Right-arm medium-fast,
Afghanistan,2026,Mujeeb Ur Rahman,2001-03-28,Right-handed,Off spin,Afghan
Afghanistan,2026,Darwish Rasooli,1999-12-12,Right-handed,Right-arm off break,
Afghanistan,2026,Ibrahim Zadran,2001-12-12,Right-handed,Medium seam,Afghan
Afghanistan,2026,Zia Ur Rahman Sharifi,1998-10-17,Right-handed,Right-arm medium-fast,
Canada,2026,Dilpreet Bajwa,2001-01-04,Right-handed,Right-arm off break,
Canada,2026,Ajayveer Hundal,2005-09-09,Right-handed,Right-arm medium,
Canada,2026,Ansh Patel,2002-02-19,Right-handed,Left-arm chinaman,
Canada,2026,Dilon Heyliger,1989-10-21,Right-handed,Right-arm medium fast,
Canada,2026,Harsh Thaker,1997-10-24,Right-handed,Right-arm off break,
Canada,2026,Jaskarandeep Singh,1989-09-04,Right-handed,Right-arm medium fast,
Canada,2026,Kaleem Sana,1994-01-01,Right-handed,Left-arm medium fast,CA
Canada,2026,Kanwarpal Tathgur,1993-08-05,Right-handed,,
Canada,2026,Navneet Dhaliwal,1988-10-10,Right-handed,Right-arm medium,
Canada,2026,Nicholas Kirton,1998-05-06,Left-handed,Medium seam,CA
Canada,2026,Ravinderpal Singh,1988-10-14,Right-handed,Right-arm medium,CA
Canada,2026,Saad Bin Zafar,1986-11-10,Left-handed,Slow left-arm orthodox,CA
Canada,2026,Shivam Sharma,1998-03-27,Right-handed,Right-arm off break,
Canada,2026,Shreyas Movva,1993-09-04,Right-handed,,
Canada,2026,Yuvraj Samra,2006-09-29,Left-handed,Right-arm medium,
UAE,2026,Muhammad Waseem,1994-02-12,Right-handed,Right-arm medium,
UAE,2026,Alishan Sharafu,2003-01-10,Right-handed,Medium seam,
UAE,2026,Aryansh Sharma,2004-12-03,Right-handed,,
UAE,2026,Dhruv Parashar,2004-12-20,Right-handed,Right-arm off spin,
UAE,2026,Haider Ali,1994-07-05,Right-handed,Medium seam,
UAE,2026,Harshit Kaushik,1996-09-19,Left-handed,Slow left-arm orthodox,
UAE,2026,Junaid Siddique,1987-10-30,Left-handed,Right-arm medium fast,
UAE,2026,Mayank Kumar,1997-02-05,Right-handed,,
UAE,2026,Muhammad Arfan,1993-05-01,Left-handed,Right-arm medium,
UAE,2026,Muhammad Farooq,1992-10-05,Right-handed,Right-arm leg break,
UAE,2026,Muhammad Jawadullah,1999-03-12,Left-handed,Left-arm fast medium,
UAE,2026,Muhammad Zohaib,1998-10-05,Left-handed,Right-arm off break,
UAE,2026,Rohid Khan,2002-09-29,Right-handed,Left-arm medium fast,
UAE,2026,Sohaib Khan,2001-04-26,Right-handed,,
UAE,2026,Simranjeet Singh,1989-11-13,Left-handed,Slow left-arm orthodox,
