team,year,player_name,dob,batting_style,bowling_style,first_class_team
West Indies,2007,Brian Lara (c),2 May 1969,Left-handed,Right-arm leg break googly,Trinidad and Tobago
West Indies,2007,Chris Gayle,21 September 1979,Left-handed,Right-arm off break,Jamaica
West Indies,2007,Corey Collymore,21 December 1977,Right-handed,Right-arm fast-medium,Barbados
West Indies,2007,Daren Powell,15 April 1978,Right-handed,Right-arm fast-medium,Jamaica
West Indies,2007,Denesh Ramdin,13 March 1985,Right-handed,Wicket-keeper,Trinidad and Tobago
West Indies,2007,Devon Smith,21 October 1981,Left-handed,Right-arm off break,Windward Islands
West Indies,2007,Dwayne Bravo,7 October 1983,Right-handed,Right-arm fast-medium,Trinidad and Tobago Kent Spitfires
West Indies,2007,Dwayne Smith,12 April 1983,Right-handed,Right-arm medium,Barbados
West Indies,2007,Ian Bradshaw,9 July 1974,Left-handed,Left-arm fast-medium,Barbados
West Indies,2007,Jerome Taylor,22 June 1984,Right-handed,Right-arm fast,Jamaica
West Indies,2007,Kieron Pollard,12 May 1987,Right-handed,Right-arm medium,Trinidad and Tobago
West Indies,2007,Lendl Simmons,25 January 1985,Right-handed,Right-arm medium-fast,Trinidad and Tobago
West Indies,2007,Marlon Samuels,5 February 1981,Right-handed,Right-arm off break,Jamaica
West Indies,2007,Ramnaresh Sarwan,23 June 1980,Right-handed,Right-arm leg break,Guyana
West Indies,2007,Shivnarine Chanderpaul,18 August 1974,Left-handed,Right-arm leg break,Guyana
Zimbabwe,2007,Anthony Ireland,30 August 1984,Right-handed,Right-arm medium,Midlands
Zimbabwe,2007,Brendan Taylor,6 February 1983,Right-handed,Wicket-keeper,Mashonaland
Zimbabwe,2007,Christopher Mpofu,27 November 1985,Right-handed,Right-arm medium,Matabeleland
Zimbabwe,2007,Ed Rainsford,14 December 1984,Right-handed,Right-arm fast-medium,Midlands
Zimbabwe,2007,Elton Chigumbura,14 March 1986,Right-handed,Right-arm medium,Manicaland
Zimbabwe,2007,Friday Kasteni,25 March 1988,Left-handed,Wicket-keeper,Midlands
Zimbabwe,2007,Gary Brent,13 January 1976,Right-handed,Right-arm medium-fast,Manicaland
Zimbabwe,2007,Justice Chibhabha,6 September 1986,Right-handed,Right-arm medium,Mashonaland
Zimbabwe,2007,Keith Dabengwa,17 August 1980,Left-handed,Slow left-arm orthodox,Matabeleland
Zimbabwe,2007,Prosper Utseya (c),26 March 1985,Right-handed,Right-arm off break,Manicaland
Zimbabwe,2007,Sean Williams,26 September 1986,Left-handed,Slow left-arm orthodox,Matabeleland
Zimbabwe,2007,Stuart Matsikenyeri,3 May 1983,Right-handed,Right-arm off break,Manicaland
Zimbabwe,2007,Tawanda Mupariwa,16 April 1985,Right-handed,Right-arm fast-medium,Matabeleland
Zimbabwe,2007,Terry Duffin,20 March 1982,Left-handed,Right-arm medium,Matabeleland
Zimbabwe,2007,Vusi Sibanda,10 October 1983,Right-handed,Right-arm medium,Midlands
Australia,2011,Brad Haddin,23 October 1977,Right-handed,Wicket-keeper,New South Wales
Australia,2011,Brett Lee,8 November 1976,Right-handed,Right-arm fast,New South Wales
Australia,2011,Callum Ferguson,3 May 1984,Right-handed,Right-arm medium,South Australia
Australia,2011,Cameron White,18 August 1983,Right-handed,Right-arm leg break,Victoria
Australia,2011,David Hussey,15 July 1977,Right-handed,Right-arm off break,Victoria
Australia,2011,Doug Bollinger,24 July 1981,Left-handed,Left-arm fast-medium,New South Wales
Australia,2011,Jason Krejza,14 January 1983,Right-handed,Right-arm off break,Tasmania
Australia,2011,John Hastings,4 November 1985,Right-handed,Right-arm fast-medium,Victoria
Australia,2011,Michael Clarke (vc),2 April 1981,Right-handed,Slow left-arm orthodox,New South Wales
Australia,2011,Mitchell Johnson,2 November 1981,Left-handed,Left-arm fast,Queensland
Australia,2011,Ricky Ponting (c),19 December 1974,Right-handed,Right-arm medium,Tasmania
Australia,2011,Shane Watson,17 June 1981,Right-handed,Right-arm fast-medium,Queensland
Australia,2011,Shaun Tait,22 February 1983,Right-handed,Right-arm fast,South Australia
Australia,2011,Steven Smith,2 June 1989,Right-handed,Right-arm leg break,New South Wales
Australia,2011,Tim Paine,8 December 1984,Right-handed,Wicket-keeper,Tasmania
Bangladesh,2011,Abdur Razzak,15 June 1982,Right-handed,Slow left-arm orthodox,Khulna
Bangladesh,2011,Imrul Kayes,2 February 1987,Left-handed,Right-arm off break,Khulna
Bangladesh,2011,Jahurul Islam,5 December 1986,Right-handed,Wicket-keeper,Rajshahi
Bangladesh,2011,Junaid Siddique,12 January 1987,Left-handed,,Rajshahi
Bangladesh,2011,Mahmudullah,4 February 1986,Right-handed,Right-arm off break,Dhaka
Bangladesh,2011,Mohammad Ashraful,7 July 1984,Right-handed,Right-arm leg break,Dhaka
Bangladesh,2011,Mushfiqur Rahim,9 May 1988,Right-handed,Wicket-keeper,Rajshahi
Bangladesh,2011,Naeem Islam,4 September 1986,Right-handed,Right-arm off break,Rajshahi
Bangladesh,2011,Nazmul Hossain,6 December 1986,Right-handed,Right-arm fast-medium,Rajshahi
Bangladesh,2011,Raqibul Hasan,4 September 1987,Right-handed,Right-arm off break,Barisal
Bangladesh,2011,Rubel Hossain,1 January 1990,Right-handed,Right-arm fast,Chittagong
Bangladesh,2011,Shafiul Islam,21 October 1989,Right-handed,Right-arm fast-medium,Rajshahi
Bangladesh,2011,Shakib Al Hasan (c),24 March 1987,Left-handed,Slow left-arm orthodox,Khulna
Bangladesh,2011,Suhrawadi Shuvo,12 September 1987,Right-handed,Slow left-arm orthodox,Dhaka
Bangladesh,2011,Tamim Iqbal,20 March 1989,Left-handed,Right-arm off spin,Chittagong
Canada,2011,Ashish Bagai (c),26 January 1982,Right-handed,Wicket-keeper,Toronto
Canada,2011,Balaji Rao,6 April 1980,Right-handed,Right-arm off break,
Canada,2011,Harvir Baidwan,15 August 1987,Right-handed,Right-arm fast-medium,
Canada,2011,Henry Osinde,17 October 1978,Right-handed,Right-arm fast-medium,
Canada,2011,Hiral Patel,3 March 1987,Right-handed,Right-arm medium,
Canada,2011,Jimmy Hansra,25 August 1988,Right-handed,Right-arm medium,
Canada,2011,John Davison,9 May 1970,Right-handed,Right-arm off break,Toronto
Canada,2011,Khurram Chohan,5 September 1984,Right-handed,Right-arm fast-medium,
Canada,2011,Nitish Kumar,21 October 1994,Right-handed,Right-arm medium,
Canada,2011,Parth Desai,12 May 1985,Right-handed,Right-arm off break,
Canada,2011,Rizwan Cheema (vc),6 November 1978,Right-handed,Right-arm medium,Toronto
Canada,2011,Ruvindu Gunasekera,5 June 1985,Left-handed,,
Canada,2011,Tyson Gordon,20 April 1990,Right-handed,Right-arm medium,
Canada,2011,Umar Bhatti,4 January 1984,Left-handed,Left-arm medium,
Canada,2011,Zubin Surkari,8 March 1979,Right-handed,Right-arm medium,
England,2011,Ajmal Shahzad,27 July 1985,Right-handed,Right-arm fast-medium,Yorkshire
England,2011,Andrew Strauss (c),2 March 1977,Left-handed,Right-arm medium,Middlesex
England,2011,Craig Kieswetter,30 November 1987,Right-handed,Wicket-keeper,Somerset
England,2011,Eoin Morgan,10 September 1986,Left-handed,Right-arm medium,Middlesex
England,2011,Graeme Swann,24 March 1979,Right-handed,Right-arm off break,Nottinghamshire
England,2011,Ian Bell,11 April 1982,Right-handed,Right-arm medium,Warwickshire
England,2011,James Anderson,30 July 1982,Left-handed,Right-arm fast-medium,Lancashire
England,2011,Jonathan Trott,22 April 1981,Right-handed,Right-arm medium,Warwickshire
England,2011,Kevin Pietersen,27 June 1980,Right-handed,Right-arm off break,Surrey
England,2011,Luke Wright,7 March 1985,Right-handed,Right-arm medium,Sussex
England,2011,Matt Prior,26 February 1982,Right-handed,Wicket-keeper,Sussex
England,2011,Paul Collingwood,26 May 1976,Right-handed,Right-arm medium-fast,Durham
England,2011,Steven Finn,4 April 1989,Right-handed,Right-arm fast,Middlesex
England,2011,Stuart Broad,24 June 1986,Left-handed,Right-arm fast-medium,Nottinghamshire
England,2011,Tim Bresnan,28 February 1985,Right-handed,Right-arm fast-medium,Yorkshire
India,2011,Ashish Nehra,29 April 1979,Right-handed,Left-arm fast-medium,Delhi
India,2011,Gautam Gambhir,14 October 1981,Left-handed,Leg spin,Delhi
India,2011,Harbhajan Singh,3 July 1980,Right-handed,Right-arm off break,Punjab
India,2011,MS Dhoni (c),7 July 1981,Right-handed,Wicket-keeper,Jharkhand
India,2011,Munaf Patel,12 July 1983,Right-handed,Right-arm fast-medium,Gujarat
India,2011,Piyush Chawla,24 December 1988,Left-handed,Right-arm leg break,Uttar Pradesh
India,2011,Ravichandran Ashwin,17 September 1986,Right-handed,Right-arm off break,Tamil Nadu
India,2011,S Sreesanth,6 February 1983,Right-handed,Right-arm fast-medium,Kerala
India,2011,Sachin Tendulkar,24 April 1973,Right-handed,Right-arm leg break,Mumbai
India,2011,Suresh Raina,27 November 1986,Left-handed,Right-arm off break,Uttar Pradesh
India,2011,Virat Kohli,5 November 1988,Right-handed,Right-arm medium,Delhi
India,2011,Virender Sehwag (vc),20 October 1978,Right-handed,Right-arm off break,Delhi
India,2011,Yusuf Pathan,17 November 1982,Right-handed,Right-arm off break,Baroda
India,2011,Yuvraj Singh,12 December 1981,Left-handed,Slow left-arm orthodox,Punjab
India,2011,Zaheer Khan,7 October 1978,Right-handed,Left-arm fast-medium,Mumbai
Ireland,2011,Albert van der Merwe,11 November 1980,Right-handed,Right-arm off break,
Ireland,2011,Alex Cusack,29 September 1980,Right-handed,Right-arm medium,
Ireland,2011,Andre Botha,12 September 1975,Left-handed,Right-arm medium,
Ireland,2011,Andrew White,3 July 1980,Right-handed,Right-arm off break,
Ireland,2011,Boyd Rankin,5 July 1984,Right-handed,Right-arm fast-medium,Derbyshire
Ireland,2011,Ed Joyce,22 September 1978,Left-handed,Right-arm medium,Sussex
Ireland,2011,Gary Wilson,5 February 1986,Right-handed,Wicket-keeper,
Ireland,2011,George Dockrell,22 July 1992,Left-handed,Slow left-arm orthodox,
Ireland,2011,John Mooney,10 February 1982,Left-handed,Right-arm medium,
Ireland,2011,Kevin O'Brien,4 March 1984,Right-handed,Right-arm medium-fast,
Ireland,2011,Niall O'Brien,8 November 1981,Right-handed,Wicket-keeper,Leicestershire
Ireland,2011,Nigel Jones,22 November 1985,Right-handed,Right-arm off break,
Ireland,2011,Paul Stirling,3 September 1990,Right-handed,Right-arm off break,Middlesex
Ireland,2011,Trent Johnston,29 April 1974,Right-handed,Right-arm fast-medium,
Ireland,2011,William Porterfield (c),6 September 1984,Left-handed,Off spin,Warwickshire
Kenya,2011,Alex Obanda,8 January 1988,Right-handed,,
Kenya,2011,Collins Obuya,27 July 1981,Right-handed,Right-arm leg break,
Kenya,2011,David Obuya,14 August 1979,Right-handed,Wicket-keeper,
Kenya,2011,Elijah Otieno,3 March 1975,Right-handed,Right-arm medium-fast,
Kenya,2011,Hiren Varaiya,9 April 1984,Right-handed,Slow left-arm orthodox,
Kenya,2011,James Ngoche,15 April 1990,Left-handed,Slow left-arm orthodox,
Kenya,2011,Jimmy Kamande (c),12 December 1978,Right-handed,Right-arm off break,
Kenya,2011,Morris Ouma,8 November 1982,Right-handed,Wicket-keeper,
Kenya,2011,Nehemiah Odhiambo,7 August 1983,Right-handed,Right-arm medium-fast,
Kenya,2011,Rakep Patel,31 October 1990,Right-handed,Right-arm off break,
Kenya,2011,Seren Waters,14 June 1988,Right-handed,,
Kenya,2011,Shem Ngoche,20 August 1985,Right-handed,Slow left-arm orthodox,
Kenya,2011,Steve Tikolo,25 June 1971,Right-handed,Right-arm medium,
Kenya,2011,Tanmay Mishra,22 December 1986,Right-handed,Right-arm fast-medium,
Kenya,2011,Thomas Odoyo,12 May 1978,Right-handed,Right-arm medium-fast,
Netherlands,2011,Adeel Raja,15 August 1980,Right-handed,Right-arm off break,
Netherlands,2011,Alexei Kervezee,11 September 1989,Right-handed,Right-arm medium,Worcestershire
Netherlands,2011,Atse Buurman,4 May 1978,Right-handed,Wicket-keeper,
Netherlands,2011,Bas Zuiderent,3 March 1977,Right-handed,Right-arm medium,
Netherlands,2011,Bernard Loots,3 January 1985,Right-handed,Right-arm medium,
Netherlands,2011,Bradley Kruger,14 June 1985,Right-handed,Right-arm medium,
Netherlands,2011,Edgar Schiferli,17 May 1976,Right-handed,Right-arm fast-medium,
Netherlands,2011,Eric Szwarczynski,13 February 1983,Right-handed,Right-arm medium,
Netherlands,2011,Mudassar Bukhari,5 February 1982,Right-handed,Right-arm medium-fast,
Netherlands,2011,Peter Borren (c),25 November 1983,Right-handed,Right-arm medium,
Netherlands,2011,Pieter Seelaar,8 January 1987,Left-handed,Slow left-arm orthodox,
Netherlands,2011,Ryan ten Doeschate,30 June 1980,Right-handed,Right-arm medium-fast,Essex
Netherlands,2011,Tom Cooper,26 February 1986,Right-handed,Right-arm leg break,
Netherlands,2011,Tom de Grooth,24 January 1988,Left-handed,,
Netherlands,2011,Wesley Barresi,3 July 1984,Right-handed,Wicket-keeper,
New Zealand,2011,Brendon McCullum,27 September 1981,Right-handed,Wicket-keeper,Otago
New Zealand,2011,Daniel Vettori (c),27 January 1979,Left-handed,Slow left-arm orthodox,Northern Districts
New Zealand,2011,Hamish Bennett,27 November 1987,Right-handed,Right-arm fast-medium,
New Zealand,2011,Jacob Oram,28 July 1978,Left-handed,Right-arm fast-medium,Central Districts
New Zealand,2011,James Franklin,7 November 1980,Left-handed,Left-arm fast-medium,Wellington
New Zealand,2011,Jamie How,19 October 1981,Right-handed,,Central Districts
New Zealand,2011,Jesse Ryder,6 August 1984,Left-handed,Right-arm medium,Wellington
New Zealand,2011,Kane Williamson,8 August 1990,Right-handed,Right-arm off break,Northern Districts
New Zealand,2011,Kyle Mills,15 March 1979,Right-handed,Right-arm fast-medium,Auckland
New Zealand,2011,Luke Woodcock,16 November 1978,Left-handed,Slow left-arm orthodox,Wellington
New Zealand,2011,Martin Guptill,30 September 1986,Right-handed,Right-arm medium,Auckland
New Zealand,2011,Nathan McCullum,12 September 1980,Right-handed,Right-arm off break,Otago
New Zealand,2011,Ross Taylor,8 March 1984,Right-handed,Right-arm off break,Central Districts
New Zealand,2011,Scott Styris,10 July 1975,Right-handed,Right-arm medium,Auckland
New Zealand,2011,Tim Southee,11 December 1988,Right-handed,Right-arm fast-medium,Northern Districts
Pakistan,2011,Abdul Razzaq,2 December 1979,Right-handed,Right-arm fast-medium,Sui Northern Gas
Pakistan,2011,Abdur Rehman,1 March 1980,Left-handed,Slow left-arm orthodox,Sui Southern Gas
Pakistan,2011,Ahmed Shehzad,23 October 1991,Right-handed,Right-arm off break,Lahore
Pakistan,2011,Asad Shafiq,28 January 1986,Right-handed,Right-arm off break,Karachi
Pakistan,2011,Junaid Khan,24 December 1989,Right-handed,Left-arm fast-medium,Abbottabad
Pakistan,2011,Kamran Akmal,13 January 1982,Right-handed,Wicket-keeper,Lahore
Pakistan,2011,Misbah-ul-Haq (vc),28 May 1974,Right-handed,Right-arm leg break,Sui Northern Gas
Pakistan,2011,Mohammad Hafeez,17 October 1980,Right-handed,Right-arm off break,Faisalabad
Pakistan,2011,Saeed Ajmal,14 October 1977,Right-handed,Right-arm off break,Faisalabad
Pakistan,2011,Shahid Afridi (c),1 March 1980,Right-handed,Right-arm leg break,Karachi
Pakistan,2011,Shoaib Akhtar,13 August 1975,Right-handed,Right-arm fast,Rawalpindi
Pakistan,2011,Umar Akmal,26 May 1990,Right-handed,Wicket-keeper,Lahore
Pakistan,2011,Umar Gul,14 April 1984,Right-handed,Right-arm fast-medium,Peshawar
Pakistan,2011,Wahab Riaz,28 June 1985,Left-handed,Left-arm fast,Lahore
Pakistan,2011,Younis Khan,29 November 1977,Right-handed,Right-arm leg break,Peshawar
South Africa,2011,AB de Villiers,17 February 1984,Right-handed,Wicket-keeper,Titans
South Africa,2011,Colin Ingram,3 July 1985,Left-handed,Right-arm leg break,Warriors
South Africa,2011,Dale Steyn,27 June 1983,Right-handed,Right-arm fast,Titans
South Africa,2011,Faf du Plessis,13 July 1984,Right-handed,Right-arm leg break,Titans
South Africa,2011,Graeme Smith (c),1 February 1981,Left-handed,Right-arm off break,Cape Cobras
South Africa,2011,Hashim Amla,31 March 1983,Right-handed,Right-arm leg break,Dolphins
South Africa,2011,Imran Tahir,27 March 1979,Right-handed,Right-arm leg break,Titans
South Africa,2011,JP Duminy,14 April 1984,Left-handed,Right-arm off break,Cape Cobras
South Africa,2011,Jacques Kallis,16 October 1975,Right-handed,Right-arm fast-medium,Cape Cobras
South Africa,2011,Johan Botha,2 May 1982,Right-handed,Right-arm off break,Warriors
South Africa,2011,Lonwabo Tsotsobe,7 March 1984,Left-handed,Left-arm fast-medium,Warriors
South Africa,2011,Morne Morkel,6 October 1984,Right-handed,Right-arm fast,Titans
South Africa,2011,Morne van Wyk,30 September 1980,Right-handed,Wicket-keeper,Knights
South Africa,2011,Robin Peterson,4 August 1979,Left-handed,Slow left-arm orthodox,Warriors
South Africa,2011,Wayne Parnell,30 July 1989,Left-handed,Left-arm fast-medium,Warriors
Sri Lanka,2011,Angelo Mathews,2 June 1987,Right-handed,Right-arm fast-medium,Colombo CC
Sri Lanka,2011,Chamara Kapugedera,9 July 1987,Right-handed,Right-arm medium,Wayamba
Sri Lanka,2011,Chamara Silva,15 December 1979,Right-handed,Right-arm leg break,Sebastianites
Sri Lanka,2011,Dilhara Fernando,19 July 1979,Right-handed,Right-arm fast-medium,Sinhalese SC
Sri Lanka,2011,Kumar Sangakkara (c),27 October 1977,Left-handed,Wicket-keeper,Nondescripts
Sri Lanka,2011,Lasith Malinga,4 September 1983,Right-handed,Right-arm fast,Nondescripts
Sri Lanka,2011,Mahela Jayawardene,27 May 1977,Right-handed,Right-arm medium,Sinhalese SC
Sri Lanka,2011,Muttiah Muralitharan,17 April 1972,Right-handed,Right-arm off break,Tamil Union
Sri Lanka,2011,Nuwan Kulasekara,22 July 1982,Right-handed,Right-arm fast-medium,Colts CC
Sri Lanka,2011,Rangana Herath,19 March 1978,Left-handed,Slow left-arm orthodox,Kurunegala
Sri Lanka,2011,Suraj Randiv,28 February 1985,Right-handed,Right-arm off break,Colts CC
Sri Lanka,2011,Thilan Samaraweera,22 September 1976,Right-handed,Right-arm off break,Sinhalese SC
Sri Lanka,2011,Thisara Perera,3 April 1989,Left-handed,Left-arm fast-medium,Bloomfield
Sri Lanka,2011,Tillakaratne Dilshan,14 October 1976,Right-handed,Right-arm off break,Bloomfield
Sri Lanka,2011,Upul Tharanga,2 February 1985,Left-handed,,Nondescripts
West Indies,2011,Adrian Barath,14 November 1990,Right-handed,Right-arm off break,Trinidad and Tobago
West Indies,2011,Andre Russell,29 April 1988,Right-handed,Right-arm fast-medium,Jamaica
West Indies,2011,Carlton Baugh,5 March 1982,Right-handed,Wicket-keeper,Jamaica
West Indies,2011,Chris Gayle,21 September 1979,Left-handed,Right-arm off break,Jamaica
West Indies,2011,Darren Bravo,6 February 1989,Left-handed,Right-arm medium,Trinidad and Tobago
West Indies,2011,Darren Sammy (c),20 December 1983,Right-handed,Right-arm fast-medium,Windward Islands
West Indies,2011,Devon Smith,21 October 1981,Left-handed,Right-arm off break,Windward Islands
West Indies,2011,Dwayne Bravo,7 October 1983,Right-handed,Right-arm medium-fast,Trinidad and Tobago
West Indies,2011,Jerome Taylor,22 June 1984,Right-handed,Right-arm fast,Jamaica
West Indies,2011,Kieron Pollard,12 May 1987,Right-handed,Right-arm medium,Trinidad and Tobago
West Indies,2011,Nikita Miller,8 July 1983,Right-handed,Slow left-arm orthodox,Jamaica
West Indies,2011,Ramnaresh Sarwan,23 June 1980,Right-handed,Right-arm leg break,Guyana
West Indies,2011,Ravi Rampaul,15 October 1984,Right-handed,Right-arm fast-medium,Trinidad and Tobago
West Indies,2011,Shivnarine Chanderpaul,18 August 1974,Left-handed,Right-arm leg break,Guyana
West Indies,2011,Sulieman Benn,22 June 1979,Left-handed,Slow left-arm orthodox,Barbados
